time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-11-4 13:37:30.372	WT901BLE68(B2C0FB98454F)	-0.516	-0.920	0.045	24.414	5.005	2.625	-89.66	33.48	154.98	26.852	29.106	-14.406	0.04636	0.34415	0.61142	-0.71097	24.3	13111	100
2024-11-4 13:37:30.433	WT901BLE68(B2C0FB98454F)	-0.507	-0.922	0.156	78.247	-10.803	-28.076	-84.73	32.06	153.88	27.146	25.774	-20.188	0.04636	0.34415	0.61142	-0.71097	24.3	13111	100
2024-11-4 13:37:30.555	WT901BLE68(B2C0FB98454F)	-0.412	-0.886	0.492	152.954	-2.075	-44.250	-72.19	28.20	153.47	27.146	25.774	-20.188	0.04636	0.34415	0.61142	-0.71097	24.3	13111	100
2024-11-4 13:37:30.643	WT901BLE68(B2C0FB98454F)	-0.382	-0.634	0.399	59.692	10.864	-33.447	-63.48	25.19	150.50	27.146	25.774	-20.188	-0.13647	0.30228	0.44183	-0.83347	24.3	13111	100
2024-11-4 13:37:30.764	WT901BLE68(B2C0FB98454F)	-0.223	-0.616	0.458	-4.517	26.611	-35.889	-63.19	22.84	147.38	27.146	25.774	-20.188	-0.13647	0.30228	0.44183	-0.83347	24.3	13111	100
2024-11-4 13:37:30.864	WT901BLE68(B2C0FB98454F)	-0.377	-0.863	0.544	-9.338	26.489	-23.621	-65.58	21.75	142.67	27.146	25.774	-20.188	-0.13647	0.30228	0.44183	-0.83347	24.3	13111	100
2024-11-4 13:37:30.974	WT901BLE68(B2C0FB98454F)	-0.333	-0.803	0.589	15.808	39.307	-22.705	-67.15	20.19	136.81	26.950	22.246	-24.108	-0.13647	0.30228	0.44183	-0.83347	24.3	13111	100
2024-11-4 13:37:31.34	WT901BLE68(B2C0FB98454F)	-0.191	-0.715	0.557	13.672	29.907	7.813	-65.40	21.14	132.22	26.950	22.246	-24.108	-0.13647	0.30228	0.44183	-0.83347	24.3	13111	100
2024-11-4 13:37:31.159	WT901BLE68(B2C0FB98454F)	-0.531	-0.690	0.677	-19.226	9.766	-1.404	-64.64	21.79	128.70	26.950	22.246	-24.108	-0.27289	0.36865	0.40186	-0.79248	24.3	13111	100
2024-11-4 13:37:31.244	WT901BLE68(B2C0FB98454F)	-0.625	-0.719	0.173	-66.467	-23.254	25.391	-67.00	22.65	129.14	26.950	22.246	-24.108	-0.27289	0.36865	0.40186	-0.79248	24.3	13111	100
2024-11-4 13:37:31.366	WT901BLE68(B2C0FB98454F)	-0.381	-0.843	0.077	-120.422	-35.889	17.639	-74.76	25.08	131.80	30.772	24.206	-19.012	-0.27289	0.36865	0.40186	-0.79248	24.3	13111	100
