time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-11-3 15:39:10.995	WT901BLE68(B2C0FB98454F)	-0.954	0.316	0.087	-2.686	-2.808	0.183	73.01	71.39	-102.91	36.456	-29.988	-4.802	0.13406	0.66794	-0.09198	-0.72617	24.9	13111	100
2024-11-3 15:39:11.55	WT901BLE68(B2C0FB98454F)	-0.930	0.280	0.103	-7.324	1.343	7.019	72.42	71.09	-102.96	36.162	-30.184	-5.390	0.13406	0.66794	-0.09198	-0.72617	24.9	13111	100
2024-11-3 15:39:11.175	WT901BLE68(B2C0FB98454F)	-0.869	0.313	0.195	-8.057	-4.456	17.395	72.32	70.25	-101.89	36.162	-30.184	-5.390	0.13406	0.66794	-0.09198	-0.72617	24.9	13111	100
2024-11-3 15:39:11.267	WT901BLE68(B2C0FB98454F)	-0.879	0.297	0.167	-10.376	-5.554	24.719	71.14	68.14	-102.32	36.162	-30.184	-5.390	0.17868	0.65356	-0.10022	-0.72855	24.9	13111	100
2024-11-3 15:39:11.384	WT901BLE68(B2C0FB98454F)	-1.083	0.340	0.123	-1.526	1.221	20.569	71.49	66.13	-101.13	36.162	-30.184	-5.390	0.17868	0.65356	-0.10022	-0.72855	24.9	13111	100
2024-11-3 15:39:11.476	WT901BLE68(B2C0FB98454F)	-0.802	0.460	0.256	-0.916	-18.677	36.621	72.28	63.71	-100.59	30.282	-35.378	-7.448	0.17868	0.65356	-0.10022	-0.72855	24.9	13111	100
2024-11-3 15:39:11.595	WT901BLE68(B2C0FB98454F)	-0.811	0.418	0.153	18.616	-40.833	15.625	69.41	59.94	-106.33	30.282	-35.378	-7.448	0.17868	0.65356	-0.10022	-0.72855	24.9	13111	100
2024-11-3 15:39:11.685	WT901BLE68(B2C0FB98454F)	-0.869	0.344	0.242	-24.048	13.611	-21.545	65.47	60.39	-108.38	30.282	-35.378	-7.448	0.20197	0.62323	-0.12125	-0.74564	24.9	13111	100
2024-11-3 15:39:11.805	WT901BLE68(B2C0FB98454F)	-0.777	0.556	0.349	-22.461	9.338	6.653	65.33	62.20	-106.66	30.282	-35.378	-7.448	0.20197	0.62323	-0.12125	-0.74564	24.9	13111	100
2024-11-3 15:39:11.872	WT901BLE68(B2C0FB98454F)	-1.370	0.710	-0.158	-4.333	30.396	22.095	65.20	60.81	-105.35	29.106	-35.672	-9.604	0.20197	0.62323	-0.12125	-0.74564	24.9	13111	100
2024-11-3 15:39:11.985	WT901BLE68(B2C0FB98454F)	-0.827	-0.006	0.049	-7.874	-0.854	11.108	73.49	58.88	-89.59	29.106	-35.672	-9.604	0.20197	0.62323	-0.12125	-0.74564	24.9	13111	100
2024-11-3 15:39:12.75	WT901BLE68(B2C0FB98454F)	-0.731	0.563	0.069	6.836	11.169	-0.549	75.38	58.42	-87.47	29.106	-35.672	-9.604	0.29230	0.65848	-0.09100	-0.68744	24.9	13111	100
2024-11-3 15:39:12.196	WT901BLE68(B2C0FB98454F)	-0.812	0.528	0.121	6.836	4.089	-7.141	77.06	59.13	-85.37	29.106	-35.672	-9.604	0.29230	0.65848	-0.09100	-0.68744	24.9	13111	100
